Position (19 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (15 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (10 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (5m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (0 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)
1	11	0.2	800000	4000000	-0.0451		2	11	0.2	800000	4000000	-0.0434		3	11	0.2	800000	4000000	-0.0420		4	11	0.2	800000	4000000	-0.0408		5	11	0.2	800000	4000000	-0.0392
1	12	0.2	800000	4000000	-0.0460		2	12	0.2	800000	4000000	-0.0445		3	12	0.2	800000	4000000	-0.0432		4	12	0.2	800000	4000000	-0.0420		5	12	0.2	800000	4000000	-0.0405
1	13	0.2	800000	4000000	-0.0470		2	13	0.2	800000	4000000	-0.0455		3	13	0.2	800000	4000000	-0.0443		4	13	0.2	800000	4000000	-0.0432		5	13	0.2	800000	4000000	-0.0417
1	14	0.2	800000	4000000	-0.0479		2	14	0.2	800000	4000000	-0.0465		3	14	0.2	800000	4000000	-0.0454		4	14	0.2	800000	4000000	-0.0444		5	14	0.2	800000	4000000	-0.0429
1	15	0.2	800000	4000000	-0.0487		2	15	0.2	800000	4000000	-0.0474		3	15	0.2	800000	4000000	-0.0464		4	15	0.2	800000	4000000	-0.0454		5	15	0.2	800000	4000000	-0.0440
1	1	0.2	1000000	4000000	-0.0284		2	1	0.2	1000000	4000000	-0.0253		3	1	0.2	1000000	4000000	-0.0224		4	1	0.2	1000000	4000000	-0.0201		5	1	0.2	1000000	4000000	-0.0180
1	2	0.2	1000000	4000000	-0.0305		2	2	0.2	1000000	4000000	-0.0276		3	2	0.2	1000000	4000000	-0.0248		4	2	0.2	1000000	4000000	-0.0226		5	2	0.2	1000000	4000000	-0.0206
1	3	0.2	1000000	4000000	-0.0324		2	3	0.2	1000000	4000000	-0.0297		3	3	0.2	1000000	4000000	-0.0270		4	3	0.2	1000000	4000000	-0.0250		5	3	0.2	1000000	4000000	-0.0229
1	4	0.2	1000000	4000000	-0.0342		2	4	0.2	1000000	4000000	-0.0316		3	4	0.2	1000000	4000000	-0.0291		4	4	0.2	1000000	4000000	-0.0271		5	4	0.2	1000000	4000000	-0.0251
1	5	0.2	1000000	4000000	-0.0358		2	5	0.2	1000000	4000000	-0.0333		3	5	0.2	1000000	4000000	-0.0310		4	5	0.2	1000000	4000000	-0.0291		5	5	0.2	1000000	4000000	-0.0271
1	6	0.2	1000000	4000000	-0.0373		2	6	0.2	1000000	4000000	-0.0349		3	6	0.2	1000000	4000000	-0.0327		4	6	0.2	1000000	4000000	-0.0309		5	6	0.2	1000000	4000000	-0.0290
1	7	0.2	1000000	4000000	-0.0386		2	7	0.2	1000000	4000000	-0.0364		3	7	0.2	1000000	4000000	-0.0343		4	7	0.2	1000000	4000000	-0.0326		5	7	0.2	1000000	4000000	-0.0308
1	8	0.2	1000000	4000000	-0.0399		2	8	0.2	1000000	4000000	-0.0378		3	8	0.2	1000000	4000000	-0.0358		4	8	0.2	1000000	4000000	-0.0342		5	8	0.2	1000000	4000000	-0.0324
1	9	0.2	1000000	4000000	-0.0411		2	9	0.2	1000000	4000000	-0.0390		3	9	0.2	1000000	4000000	-0.0372		4	9	0.2	1000000	4000000	-0.0356		5	9	0.2	1000000	4000000	-0.0339
1	10	0.2	1000000	4000000	-0.0421		2	10	0.2	1000000	4000000	-0.0402		3	10	0.2	1000000	4000000	-0.0385		4	10	0.2	1000000	4000000	-0.0370		5	10	0.2	1000000	4000000	-0.0353
1	11	0.2	1000000	4000000	-0.0432		2	11	0.2	1000000	4000000	-0.0414		3	11	0.2	1000000	4000000	-0.0397		4	11	0.2	1000000	4000000	-0.0383		5	11	0.2	1000000	4000000	-0.0367
1	12	0.2	1000000	4000000	-0.0441		2	12	0.2	1000000	4000000	-0.0424		3	12	0.2	1000000	4000000	-0.0409		4	12	0.2	1000000	4000000	-0.0396		5	12	0.2	1000000	4000000	-0.0379
1	13	0.2	1000000	4000000	-0.0450		2	13	0.2	1000000	4000000	-0.0434		3	13	0.2	1000000	4000000	-0.0420		4	13	0.2	1000000	4000000	-0.0407		5	13	0.2	1000000	4000000	-0.0391
1	14	0.2	1000000	4000000	-0.0459		2	14	0.2	1000000	4000000	-0.0443		3	14	0.2	1000000	4000000	-0.0430		4	14	0.2	1000000	4000000	-0.0418		5	14	0.2	1000000	4000000	-0.0403
1	15	0.2	1000000	4000000	-0.0467		2	15	0.2	1000000	4000000	-0.0452		3	15	0.2	1000000	4000000	-0.0440		4	15	0.2	1000000	4000000	-0.0429		5	15	0.2	1000000	4000000	-0.0413
1	1	0.2	200000	6000000	-0.0343		2	1	0.2	200000	6000000	-0.0317		3	1	0.2	200000	6000000	-0.0292		4	1	0.2	200000	6000000	-0.0272		5	1	0.2	200000	6000000	-0.0252
1	2	0.2	200000	6000000	-0.0398		2	2	0.2	200000	6000000	-0.0376		3	2	0.2	200000	6000000	-0.0357		4	2	0.2	200000	6000000	-0.0341		5	2	0.2	200000	6000000	-0.0323
1	3	0.2	200000	6000000	-0.0437		2	3	0.2	200000	6000000	-0.0420		3	3	0.2	200000	6000000	-0.0404		4	3	0.2	200000	6000000	-0.0391		5	3	0.2	200000	6000000	-0.0375
1	4	0.2	200000	6000000	-0.0467		2	4	0.2	200000	6000000	-0.0453		3	4	0.2	200000	6000000	-0.0441		4	4	0.2	200000	6000000	-0.0430		5	4	0.2	200000	6000000	-0.0415
1	5	0.2	200000	6000000	-0.0491		2	5	0.2	200000	6000000	-0.0479		3	5	0.2	200000	6000000	-0.0470		4	5	0.2	200000	6000000	-0.0462		5	5	0.2	200000	6000000	-0.0448
1	6	0.2	200000	6000000	-0.0512		2	6	0.2	200000	6000000	-0.0501		3	6	0.2	200000	6000000	-0.0494		4	6	0.2	200000	6000000	-0.0488		5	6	0.2	200000	6000000	-0.0475
1	7	0.2	200000	6000000	-0.0530		2	7	0.2	200000	6000000	-0.0520		3	7	0.2	200000	6000000	-0.0514		4	7	0.2	200000	6000000	-0.0510		5	7	0.2	200000	6000000	-0.0498
1	8	0.2	200000	6000000	-0.0545		2	8	0.2	200000	6000000	-0.0537		3	8	0.2	200000	6000000	-0.0532		4	8	0.2	200000	6000000	-0.0529		5	8	0.2	200000	6000000	-0.0519
1	9	0.2	200000	6000000	-0.0559		2	9	0.2	200000	6000000	-0.0551		3	9	0.2	200000	6000000	-0.0548		4	9	0.2	200000	6000000	-0.0546		5	9	0.2	200000	6000000	-0.0536
1	10	0.2	200000	6000000	-0.0572		2	10	0.2	200000	6000000	-0.0565		3	10	0.2	200000	6000000	-0.0562		4	10	0.2	200000	6000000	-0.0562		5	10	0.2	200000	6000000	-0.0552
1	11	0.2	200000	6000000	-0.0583		2	11	0.2	200000	6000000	-0.0576		3	11	0.2	200000	6000000	-0.0574		4	11	0.2	200000	6000000	-0.0575		5	11	0.2	200000	6000000	-0.0566
1	12	0.2	200000	6000000	-0.0594		2	12	0.2	200000	6000000	-0.0587		3	12	0.2	200000	6000000	-0.0585		4	12	0.2	200000	6000000	-0.0587		5	12	0.2	200000	6000000	-0.0579
1	13	0.2	200000	6000000	-0.0603		2	13	0.2	200000	6000000	-0.0596		3	13	0.2	200000	6000000	-0.0595		4	13	0.2	200000	6000000	-0.0598		5	13	0.2	200000	6000000	-0.0590
1	14	0.2	200000	6000000	-0.0612		2	14	0.2	200000	6000000	-0.0605		3	14	0.2	200000	6000000	-0.0604		4	14	0.2	200000	6000000	-0.0607		5	14	0.2	200000	6000000	-0.0601
1	15	0.2	200000	6000000	-0.0620		2	15	0.2	200000	6000000	-0.0613		3	15	0.2	200000	6000000	-0.0612		4	15	0.2	200000	6000000	-0.0616		5	15	0.2	200000	6000000	-0.0610
1	1	0.2	400000	6000000	-0.0308		2	1	0.2	400000	6000000	-0.0278		3	1	0.2	400000	6000000	-0.0251		4	1	0.2	400000	6000000	-0.0229		5	1	0.2	400000	6000000	-0.0209
1	2	0.2	400000	6000000	-0.0345		2	2	0.2	400000	6000000	-0.0319		3	2	0.2	400000	6000000	-0.0295		4	2	0.2	400000	6000000	-0.0275		5	2	0.2	400000	6000000	-0.0255
1	3	0.2	400000	6000000	-0.0376		2	3	0.2	400000	6000000	-0.0353		3	3	0.2	400000	6000000	-0.0331		4	3	0.2	400000	6000000	-0.0313		5	3	0.2	400000	6000000	-0.0295
1	4	0.2	400000	6000000	-0.0401		2	4	0.2	400000	6000000	-0.0381		3	4	0.2	400000	6000000	-0.0361		4	4	0.2	400000	6000000	-0.0345		5	4	0.2	400000	6000000	-0.0328
1	5	0.2	400000	6000000	-0.0423		2	5	0.2	400000	6000000	-0.0404		3	5	0.2	400000	6000000	-0.0387		4	5	0.2	400000	6000000	-0.0373		5	5	0.2	400000	6000000	-0.0356
1	6	0.2	400000	6000000	-0.0442		2	6	0.2	400000	6000000	-0.0425		3	6	0.2	400000	6000000	-0.0410		4	6	0.2	400000	6000000	-0.0397		5	6	0.2	400000	6000000	-0.0381
1	7	0.2	400000	6000000	-0.0458		2	7	0.2	400000	6000000	-0.0443		3	7	0.2	400000	6000000	-0.0430		4	7	0.2	400000	6000000	-0.0418		5	7	0.2	400000	6000000	-0.0403
1	8	0.2	400000	6000000	-0.0473		2	8	0.2	400000	6000000	-0.0459		3	8	0.2	400000	6000000	-0.0447		4	8	0.2	400000	6000000	-0.0437		5	8	0.2	400000	6000000	-0.0423
1	9	0.2	400000	6000000	-0.0486		2	9	0.2	400000	6000000	-0.0474		3	9	0.2	400000	6000000	-0.0463		4	9	0.2	400000	6000000	-0.0454		5	9	0.2	400000	6000000	-0.0440
1	10	0.2	400000	6000000	-0.0498		2	10	0.2	400000	6000000	-0.0487		3	10	0.2	400000	6000000	-0.0477		4	10	0.2	400000	6000000	-0.0470		5	10	0.2	400000	6000000	-0.0456
1	11	0.2	400000	6000000	-0.0509		2	11	0.2	400000	6000000	-0.0499		3	11	0.2	400000	6000000	-0.0491		4	11	0.2	400000	6000000	-0.0484		5	11	0.2	400000	6000000	-0.0471
1	12	0.2	400000	6000000	-0.0520		2	12	0.2	400000	6000000	-0.0510		3	12	0.2	400000	6000000	-0.0503		4	12	0.2	400000	6000000	-0.0497		5	12	0.2	400000	6000000	-0.0485
1	13	0.2	400000	6000000	-0.0529		2	13	0.2	400000	6000000	-0.0520		3	13	0.2	400000	6000000	-0.0514		4	13	0.2	400000	6000000	-0.0509		5	13	0.2	400000	6000000	-0.0497
1	14	0.2	400000	6000000	-0.0538		2	14	0.2	400000	6000000	-0.0529		3	14	0.2	400000	6000000	-0.0524		4	14	0.2	400000	6000000	-0.0520		5	14	0.2	400000	6000000	-0.0509
1	15	0.2	400000	6000000	-0.0547		2	15	0.2	400000	6000000	-0.0538		3	15	0.2	400000	6000000	-0.0534		4	15	0.2	400000	6000000	-0.0531		5	15	0.2	400000	6000000	-0.0520
1	1	0.2	600000	6000000	-0.0294		2	1	0.2	600000	6000000	-0.0264		3	1	0.2	600000	6000000	-0.0236		4	1	0.2	600000	6000000	-0.0213		5	1	0.2	600000	6000000	-0.0192
1	2	0.2	600000	6000000	-0.0323		2	2	0.2	600000	6000000	-0.0295		3	2	0.2	600000	6000000	-0.0269		4	2	0.2	600000	6000000	-0.0248		5	2	0.2	600000	6000000	-0.0227
1	3	0.2	600000	6000000	-0.0347		2	3	0.2	600000	6000000	-0.0322		3	3	0.2	600000	6000000	-0.0297		4	3	0.2	600000	6000000	-0.0278		5	3	0.2	600000	6000000	-0.0258
1	4	0.2	600000	6000000	-0.0369		2	4	0.2	600000	6000000	-0.0345		3	4	0.2	600000	6000000	-0.0323		4	4	0.2	600000	6000000	-0.0305		5	4	0.2	600000	6000000	-0.0286
1	5	0.2	600000	6000000	-0.0388		2	5	0.2	600000	6000000	-0.0366		3	5	0.2	600000	6000000	-0.0346		4	5	0.2	600000	6000000	-0.0329		5	5	0.2	600000	6000000	-0.0310
1	6	0.2	600000	6000000	-0.0405		2	6	0.2	600000	6000000	-0.0385		3	6	0.2	600000	6000000	-0.0366		4	6	0.2	600000	6000000	-0.0350		5	6	0.2	600000	6000000	-0.0333
1	7	0.2	600000	6000000	-0.0420		2	7	0.2	600000	6000000	-0.0401		3	7	0.2	600000	6000000	-0.0384		4	7	0.2	600000	6000000	-0.0369		5	7	0.2	600000	6000000	-0.0352
1	8	0.2	600000	6000000	-0.0434		2	8	0.2	600000	6000000	-0.0416		3	8	0.2	600000	6000000	-0.0400		4	8	0.2	600000	6000000	-0.0387		5	8	0.2	600000	6000000	-0.0371
1	9	0.2	600000	6000000	-0.0447		2	9	0.2	600000	6000000	-0.0430		3	9	0.2	600000	6000000	-0.0416		4	9	0.2	600000	6000000	-0.0403		5	9	0.2	600000	6000000	-0.0387
1	10	0.2	600000	6000000	-0.0458		2	10	0.2	600000	6000000	-0.0443		3	10	0.2	600000	6000000	-0.0429		4	10	0.2	600000	6000000	-0.0418		5	10	0.2	600000	6000000	-0.0402
1	11	0.2	600000	6000000	-0.0469		2	11	0.2	600000	6000000	-0.0454		3	11	0.2	600000	6000000	-0.0442		4	11	0.2	600000	6000000	-0.0432		5	11	0.2	600000	6000000	-0.0417
1	12	0.2	600000	6000000	-0.0479		2	12	0.2	600000	6000000	-0.0465		3	12	0.2	600000	6000000	-0.0454		4	12	0.2	600000	6000000	-0.0444		5	12	0.2	600000	6000000	-0.0430
1	13	0.2	600000	6000000	-0.0488		2	13	0.2	600000	6000000	-0.0475		3	13	0.2	600000	6000000	-0.0465		4	13	0.2	600000	6000000	-0.0456		5	13	0.2	600000	6000000	-0.0442
1	14	0.2	600000	6000000	-0.0497		2	14	0.2	600000	6000000	-0.0485		3	14	0.2	600000	6000000	-0.0475		4	14	0.2	600000	6000000	-0.0467		5	14	0.2	600000	6000000	-0.0454
1	15	0.2	600000	6000000	-0.0505		2	15	0.2	600000	6000000	-0.0494		3	15	0.2	600000	6000000	-0.0485		4	15	0.2	600000	6000000	-0.0478		5	15	0.2	600000	6000000	-0.0465
1	1	0.2	800000	6000000	-0.0287		2	1	0.2	800000	6000000	-0.0256		3	1	0.2	800000	6000000	-0.0227		4	1	0.2	800000	6000000	-0.0205		5	1	0.2	800000	6000000	-0.0183
1	2	0.2	800000	6000000	-0.0310		2	2	0.2	800000	6000000	-0.0281		3	2	0.2	800000	6000000	-0.0254		4	2	0.2	800000	6000000	-0.0233		5	2	0.2	800000	6000000	-0.0212
1	3	0.2	800000	6000000	-0.0331		2	3	0.2	800000	6000000	-0.0304		3	3	0.2	800000	6000000	-0.0278		4	3	0.2	800000	6000000	-0.0258		5	3	0.2	800000	6000000	-0.0238
1	4	0.2	800000	6000000	-0.0350		2	4	0.2	800000	6000000	-0.0324		3	4	0.2	800000	6000000	-0.0300		4	4	0.2	800000	6000000	-0.0281		5	4	0.2	800000	6000000	-0.0261
1	5	0.2	800000	6000000	-0.0367		2	5	0.2	800000	6000000	-0.0343		3	5	0.2	800000	6000000	-0.0320		4	5	0.2	800000	6000000	-0.0302		5	5	0.2	800000	6000000	-0.0283
1	6	0.2	800000	6000000	-0.0382		2	6	0.2	800000	6000000	-0.0359		3	6	0.2	800000	6000000	-0.0338		4	6	0.2	800000	6000000	-0.0321		5	6	0.2	800000	6000000	-0.0302
1	7	0.2	800000	6000000	-0.0396		2	7	0.2	800000	6000000	-0.0375		3	7	0.2	800000	6000000	-0.0355		4	7	0.2	800000	6000000	-0.0338		5	7	0.2	800000	6000000	-0.0321
1	8	0.2	800000	6000000	-0.0409		2	8	0.2	800000	6000000	-0.0389		3	8	0.2	800000	6000000	-0.0370		4	8	0.2	800000	6000000	-0.0355		5	8	0.2	800000	6000000	-0.0337
1	9	0.2	800000	6000000	-0.0421		2	9	0.2	800000	6000000	-0.0402		3	9	0.2	800000	6000000	-0.0384		4	9	0.2	800000	6000000	-0.0370		5	9	0.2	800000	6000000	-0.0353
1	10	0.2	800000	6000000	-0.0432		2	10	0.2	800000	6000000	-0.0414		3	10	0.2	800000	6000000	-0.0397		4	10	0.2	800000	6000000	-0.0384		5	10	0.2	800000	6000000	-0.0367
1	11	0.2	800000	6000000	-0.0442		2	11	0.2	800000	6000000	-0.0425		3	11	0.2	800000	6000000	-0.0410		4	11	0.2	800000	6000000	-0.0397		5	11	0.2	800000	6000000	-0.0381
1	12	0.2	800000	6000000	-0.0451		2	12	0.2	800000	6000000	-0.0435		3	12	0.2	800000	6000000	-0.0421		4	12	0.2	800000	6000000	-0.0409		5	12	0.2	800000	6000000	-0.0393
1	13	0.2	800000	6000000	-0.0460		2	13	0.2	800000	6000000	-0.0445		3	13	0.2	800000	6000000	-0.0432		4	13	0.2	800000	6000000	-0.0420		5	13	0.2	800000	6000000	-0.0405
1	14	0.2	800000	6000000	-0.0469		2	14	0.2	800000	6000000	-0.0454		3	14	0.2	800000	6000000	-0.0442		4	14	0.2	800000	6000000	-0.0431		5	14	0.2	800000	6000000	-0.0416
1	15	0.2	800000	6000000	-0.0477		2	15	0.2	800000	6000000	-0.0463		3	15	0.2	800000	6000000	-0.0451		4	15	0.2	800000	6000000	-0.0441		5	15	0.2	800000	6000000	-0.0427
1	1	0.2	1000000	6000000	-0.0283		2	1	0.2	1000000	6000000	-0.0252		3	1	0.2	1000000	6000000	-0.0222		4	1	0.2	1000000	6000000	-0.0199		5	1	0.2	1000000	6000000	-0.0178
1	2	0.2	1000000	6000000	-0.0302		2	2	0.2	1000000	6000000	-0.0273		3	2	0.2	1000000	6000000	-0.0245		4	2	0.2	1000000	6000000	-0.0223		5	2	0.2	1000000	6000000	-0.0202
1	3	0.2	1000000	6000000	-0.0320		2	3	0.2	1000000	6000000	-0.0292		3	3	0.2	1000000	6000000	-0.0266		4	3	0.2	1000000	6000000	-0.0245		5	3	0.2	1000000	6000000	-0.0225
1	4	0.2	1000000	6000000	-0.0337		2	4	0.2	1000000	6000000	-0.0310		3	4	0.2	1000000	6000000	-0.0285		4	4	0.2	1000000	6000000	-0.0265		5	4	0.2	1000000	6000000	-0.0245
1	5	0.2	1000000	6000000	-0.0352		2	5	0.2	1000000	6000000	-0.0327		3	5	0.2	1000000	6000000	-0.0303		4	5	0.2	1000000	6000000	-0.0284		5	5	0.2	1000000	6000000	-0.0264
1	6	0.2	1000000	6000000	-0.0366		2	6	0.2	1000000	6000000	-0.0342		3	6	0.2	1000000	6000000	-0.0319		4	6	0.2	1000000	6000000	-0.0301		5	6	0.2	1000000	6000000	-0.0282
1	7	0.2	1000000	6000000	-0.0379		2	7	0.2	1000000	6000000	-0.0356		3	7	0.2	1000000	6000000	-0.0335		4	7	0.2	1000000	6000000	-0.0317		5	7	0.2	1000000	6000000	-0.0298
1	8	0.2	1000000	6000000	-0.0391		2	8	0.2	1000000	6000000	-0.0369		3	8	0.2	1000000	6000000	-0.0349		4	8	0.2	1000000	6000000	-0.0332		5	8	0.2	1000000	6000000	-0.0314
1	9	0.2	1000000	6000000	-0.0402		2	9	0.2	1000000	6000000	-0.0381		3	9	0.2	1000000	6000000	-0.0362		4	9	0.2	1000000	6000000	-0.0346		5	9	0.2	1000000	6000000	-0.0328
1	10	0.2	1000000	6000000	-0.0413		2	10	0.2	1000000	6000000	-0.0393		3	10	0.2	1000000	6000000	-0.0374		4	10	0.2	1000000	6000000	-0.0359		5	10	0.2	1000000	6000000	-0.0342
1	11	0.2	1000000	6000000	-0.0422		2	11	0.2	1000000	6000000	-0.0403		3	11	0.2	1000000	6000000	-0.0386		4	11	0.2	1000000	6000000	-0.0372		5	11	0.2	1000000	6000000	-0.0355
1	12	0.2	1000000	6000000	-0.0431		2	12	0.2	1000000	6000000	-0.0413		3	12	0.2	1000000	6000000	-0.0397		4	12	0.2	1000000	6000000	-0.0383		5	12	0.2	1000000	6000000	-0.0367
1	13	0.2	1000000	6000000	-0.0440		2	13	0.2	1000000	6000000	-0.0423		3	13	0.2	1000000	6000000	-0.0407		4	13	0.2	1000000	6000000	-0.0394		5	13	0.2	1000000	6000000	-0.0378
1	14	0.2	1000000	6000000	-0.0448		2	14	0.2	1000000	6000000	-0.0432		3	14	0.2	1000000	6000000	-0.0417		4	14	0.2	1000000	6000000	-0.0405		5	14	0.2	1000000	6000000	-0.0389
1	15	0.2	1000000	6000000	-0.0456		2	15	0.2	1000000	6000000	-0.0440		3	15	0.2	1000000	6000000	-0.0426		4	15	0.2	1000000	6000000	-0.0415		5	15	0.2	1000000	6000000	-0.0399
1	1	0.2	200000	8000000	-0.0342		2	1	0.2	200000	8000000	-0.0316		3	1	0.2	200000	8000000	-0.0291		4	1	0.2	200000	8000000	-0.0271		5	1	0.2	200000	8000000	-0.0252
1	2	0.2	200000	8000000	-0.0397		2	2	0.2	200000	8000000	-0.0375		3	2	0.2	200000	8000000	-0.0356		4	2	0.2	200000	8000000	-0.0339		5	2	0.2	200000	8000000	-0.0322
1	3	0.2	200000	8000000	-0.0436		2	3	0.2	200000	8000000	-0.0418		3	3	0.2	200000	8000000	-0.0403		4	3	0.2	200000	8000000	-0.0390		5	3	0.2	200000	8000000	-0.0373
1	4	0.2	200000	8000000	-0.0466		2	4	0.2	200000	8000000	-0.0451		3	4	0.2	200000	8000000	-0.0439		4	4	0.2	200000	8000000	-0.0428		5	4	0.2	200000	8000000	-0.0413
1	5	0.2	200000	8000000	-0.0490		2	5	0.2	200000	8000000	-0.0478		3	5	0.2	200000	8000000	-0.0468		4	5	0.2	200000	8000000	-0.0459		5	5	0.2	200000	8000000	-0.0446
1	6	0.2	200000	8000000	-0.0510		2	6	0.2	200000	8000000	-0.0499		3	6	0.2	200000	8000000	-0.0492		4	6	0.2	200000	8000000	-0.0485		5	6	0.2	200000	8000000	-0.0473
1	7	0.2	200000	8000000	-0.0527		2	7	0.2	200000	8000000	-0.0518		3	7	0.2	200000	8000000	-0.0512		4	7	0.2	200000	8000000	-0.0507		5	7	0.2	200000	8000000	-0.0496
1	8	0.2	200000	8000000	-0.0543		2	8	0.2	200000	8000000	-0.0534		3	8	0.2	200000	8000000	-0.0530		4	8	0.2	200000	8000000	-0.0527		5	8	0.2	200000	8000000	-0.0516
1	9	0.2	200000	8000000	-0.0557		2	9	0.2	200000	8000000	-0.0549		3	9	0.2	200000	8000000	-0.0545		4	9	0.2	200000	8000000	-0.0543		5	9	0.2	200000	8000000	-0.0533
1	10	0.2	200000	8000000	-0.0569		2	10	0.2	200000	8000000	-0.0561		3	10	0.2	200000	8000000	-0.0559		4	10	0.2	200000	8000000	-0.0558		5	10	0.2	200000	8000000	-0.0549
1	11	0.2	200000	8000000	-0.0580		2	11	0.2	200000	8000000	-0.0573		3	11	0.2	200000	8000000	-0.0571		4	11	0.2	200000	8000000	-0.0571		5	11	0.2	200000	8000000	-0.0563
1	12	0.2	200000	8000000	-0.0590		2	12	0.2	200000	8000000	-0.0583		3	12	0.2	200000	8000000	-0.0582		4	12	0.2	200000	8000000	-0.0583		5	12	0.2	200000	8000000	-0.0575
1	13	0.2	200000	8000000	-0.0599		2	13	0.2	200000	8000000	-0.0593		3	13	0.2	200000	8000000	-0.0591		4	13	0.2	200000	8000000	-0.0594		5	13	0.2	200000	8000000	-0.0586
1	14	0.2	200000	8000000	-0.0608		2	14	0.2	200000	8000000	-0.0601		3	14	0.2	200000	8000000	-0.0600		4	14	0.2	200000	8000000	-0.0603		5	14	0.2	200000	8000000	-0.0596
1	15	0.2	200000	8000000	-0.0616		2	15	0.2	200000	8000000	-0.0609		3	15	0.2	200000	8000000	-0.0608		4	15	0.2	200000	8000000	-0.0612		5	15	0.2	200000	8000000	-0.0605
1	1	0.2	400000	8000000	-0.0307		2	1	0.2	400000	8000000	-0.0278		3	1	0.2	400000	8000000	-0.0250		4	1	0.2	400000	8000000	-0.0228		5	1	0.2	400000	8000000	-0.0208
1	2	0.2	400000	8000000	-0.0344		2	2	0.2	400000	8000000	-0.0318		3	2	0.2	400000	8000000	-0.0293		4	2	0.2	400000	8000000	-0.0274		5	2	0.2	400000	8000000	-0.0254
1	3	0.2	400000	8000000	-0.0374		2	3	0.2	400000	8000000	-0.0351		3	3	0.2	400000	8000000	-0.0329		4	3	0.2	400000	8000000	-0.0311		5	3	0.2	400000	8000000	-0.0293
1	4	0.2	400000	8000000	-0.0400		2	4	0.2	400000	8000000	-0.0379		3	4	0.2	400000	8000000	-0.0359		4	4	0.2	400000	8000000	-0.0343		5	4	0.2	400000	8000000	-0.0325
1	5	0.2	400000	8000000	-0.0421		2	5	0.2	400000	8000000	-0.0402		3	5	0.2	400000	8000000	-0.0385		4	5	0.2	400000	8000000	-0.0370		5	5	0.2	400000	8000000	-0.0353
1	6	0.2	400000	8000000	-0.0439		2	6	0.2	400000	8000000	-0.0422		3	6	0.2	400000	8000000	-0.0407		4	6	0.2	400000	8000000	-0.0394		5	6	0.2	400000	8000000	-0.0378
1	7	0.2	400000	8000000	-0.0456		2	7	0.2	400000	8000000	-0.0440		3	7	0.2	400000	8000000	-0.0427		4	7	0.2	400000	8000000	-0.0415		5	7	0.2	400000	8000000	-0.0400
1	8	0.2	400000	8000000	-0.0470		2	8	0.2	400000	8000000	-0.0456		3	8	0.2	400000	8000000	-0.0444		4	8	0.2	400000	8000000	-0.0434		5	8	0.2	400000	8000000	-0.0419
1	9	0.2	400000	8000000	-0.0483		2	9	0.2	400000	8000000	-0.0470		3	9	0.2	400000	8000000	-0.0460		4	9	0.2	400000	8000000	-0.0450		5	9	0.2	400000	8000000	-0.0436
1	10	0.2	400000	8000000	-0.0495		2	10	0.2	400000	8000000	-0.0483		3	10	0.2	400000	8000000	-0.0474		4	10	0.2	400000	8000000	-0.0466		5	10	0.2	400000	8000000	-0.0452
1	11	0.2	400000	8000000	-0.0506		2	11	0.2	400000	8000000	-0.0495		3	11	0.2	400000	8000000	-0.0487		4	11	0.2	400000	8000000	-0.0480		5	11	0.2	400000	8000000	-0.0467
1	12	0.2	400000	8000000	-0.0516		2	12	0.2	400000	8000000	-0.0506		3	12	0.2	400000	8000000	-0.0498		4	12	0.2	400000	8000000	-0.0492		5	12	0.2	400000	8000000	-0.0480
1	13	0.2	400000	8000000	-0.0525		2	13	0.2	400000	8000000	-0.0516		3	13	0.2	400000	8000000	-0.0509		4	13	0.2	400000	8000000	-0.0504		5	13	0.2	400000	8000000	-0.0492
1	14	0.2	400000	8000000	-0.0534		2	14	0.2	400000	8000000	-0.0525		3	14	0.2	400000	8000000	-0.0519		4	14	0.2	400000	8000000	-0.0515		5	14	0.2	400000	8000000	-0.0504
1	15	0.2	400000	8000000	-0.0542		2	15	0.2	400000	8000000	-0.0534		3	15	0.2	400000	8000000	-0.0529		4	15	0.2	400000	8000000	-0.0526		5	15	0.2	400000	8000000	-0.0515
1	1	0.2	600000	8000000	-0.0293		2	1	0.2	600000	8000000	-0.0263		3	1	0.2	600000	8000000	-0.0235		4	1	0.2	600000	8000000	-0.0212		5	1	0.2	600000	8000000	-0.0191
1	2	0.2	600000	8000000	-0.0321		2	2	0.2	600000	8000000	-0.0293		3	2	0.2	600000	8000000	-0.0267		4	2	0.2	600000	8000000	-0.0246		5	2	0.2	600000	8000000	-0.0226
1	3	0.2	600000	8000000	-0.0346		2	3	0.2	600000	8000000	-0.0320		3	3	0.2	600000	8000000	-0.0295		4	3	0.2	600000	8000000	-0.0276		5	3	0.2	600000	8000000	-0.0256
1	4	0.2	600000	8000000	-0.0367		2	4	0.2	600000	8000000	-0.0343		3	4	0.2	600000	8000000	-0.0320		4	4	0.2	600000	8000000	-0.0302		5	4	0.2	600000	8000000	-0.0283
1	5	0.2	600000	8000000	-0.0386		2	5	0.2	600000	8000000	-0.0363		3	5	0.2	600000	8000000	-0.0343		4	5	0.2	600000	8000000	-0.0326		5	5	0.2	600000	8000000	-0.0307
